epoch,acc,loss,val_acc,val_loss
0,0.31661551339285715,1.7951790586646115,0.40512677626494875,1.6447518618866142
1,0.4202129516422197,1.559222812826543,0.42254109780298166,1.7163382711168715
2,0.4694711119035377,1.4317601493982604,0.442323767070187,1.5701814387362127
3,0.4960726130381162,1.3638688564883161,0.45792699918072016,1.4268244146204618
4,0.512550183267655,1.3097247638176366,0.539286709398106,1.2395490856348688
5,0.5241054285111529,1.2709782001755379,0.5130955698007527,1.2928612321557094
6,0.5342991796312251,1.2354788776758268,0.5195040401225969,1.3140851695679063
7,0.5438296386991253,1.2148912690222253,0.5417943717078865,1.2168465422600816
8,0.5556292546733883,1.1847914216572086,0.49373084425461194,1.3649377431601128
9,0.5633094780626962,1.1713604382932612,0.5479242129058817,1.230959401385769
10,0.5694536568378149,1.1531344722964871,0.568821398718306,1.150273420678503
11,0.570256589307567,1.150933287613553,0.5551685706657034,1.1942646882765868
12,0.5748647232999518,1.1391287457279187,0.5635274450039591,1.1703877564292327
13,0.5818467446304904,1.124478041029118,0.5785734187962119,1.1333761063416576
14,0.5864199685736213,1.1067996247565066,0.5739760379018675,1.1485075948629648
15,0.5892476871887995,1.0993235560565495,0.5769016439119532,1.1366348396805077
16,0.5867690696643897,1.0977114987531493,0.5806631373724721,1.1312800410332604
17,0.5963693489306758,1.0802128458630667,0.58790749512399,1.1024125909101137
18,0.598603595730563,1.0734850995930563,0.5657564781442197,1.193019150026863
19,0.6019898760940917,1.0647823581938594,0.5568403455333545,1.1940214295478941
20,0.6050270552950643,1.062255415560209,0.5802451936472555,1.13093333820275
21,0.6112759643875297,1.037707522148902,0.5969629423320708,1.0869101628382978
22,0.6141036829933444,1.0301232892215553,0.5548899415210948,1.2473193537594383
23,0.616058648983041,1.0278485455132629,0.5877681805849009,1.1028445830216278
24,0.6239134229484248,1.014225847458086,0.5947339091668988,1.0901968476831432
25,0.6251352766459474,1.004287236039396,0.6044859292614124,1.0728243530942525
26,0.6246814453033778,1.0024918352877163,0.6086653663973252,1.050667706888411
27,0.6287310176275229,0.9986174373794006,0.5904151574586819,1.0915333536980576
28,0.6332693314548146,0.9863185572008288,0.6135413764611896,1.046442317145553
29,0.6331995112626709,0.9875097081764849,0.6025355252491528,1.0680272410459988
30,0.6379821958498589,0.9732864669426758,0.5994706046252438,1.0689535488089867
31,0.6367254319896788,0.9782729263745962,0.5957091111730287,1.1234946881671841
32,0.6383312968875667,0.9662835036320386,0.6195319030204501,1.0304163432313924
33,0.6393786001026495,0.966118587361807,0.6124268598495403,1.046295251577935
34,0.6441961947755053,0.955392109238679,0.5959877403010296,1.0963831393955876
35,0.6433583522055198,0.951405705222078,0.6135413764113667,1.0362509526924757
36,0.650724384713535,0.9425258782130924,0.6216216216548368,1.017695059979583
37,0.650026182556968,0.9399809501665928,0.621621621605014,1.034487702332356
38,0.6541455751627314,0.9335931558075491,0.6241292839064908,1.0251670924027538
39,0.6483854075588467,0.9375560803591508,0.6219002507662301,1.0192383741661513
40,0.6568685634470377,0.9229038291461057,0.6260796879436619,1.0104378934157663
41,0.6561703613029556,0.9218566146814963,0.627054889974703,1.0122717540886583
42,0.6558561703946125,0.9201390724445142,0.6230147673280566,1.025542015134541
43,0.6592773607938697,0.916646287467888,0.6230147673280566,1.0169738046171009
44,0.6644091464666239,0.9063709079106038,0.624965171356924,1.0126884858499965
45,0.660499214547574,0.9086401409744114,0.62900529393714,1.0118691688229626
46,0.6648280676964753,0.8999849892345102,0.6216216216548368,1.0139911689609498
47,0.6636760341890156,0.8970511004924357,0.6188353302087516,1.0336196047079267
48,0.6642695060552862,0.8996850950531902,0.6237113402394008,1.0112725358116956
49,0.6683539884630184,0.8903785479986391,0.631095012521704,0.9905877904694005
50,0.6692267411103484,0.892554493205546,0.6225968236277515,1.0041609967641758
51,0.66678303370698,0.886528205584431,0.628169406519922,1.0073460738085611
52,0.6677954267739709,0.8889186480320401,0.6266369462577903,1.0213571254939346
53,0.6712515273150775,0.8828106110893759,0.6276121482639201,0.9986272184056271
54,0.6695409321040046,0.8852865748639339,0.631234327143831,0.9977953396125171
55,0.6697853028784666,0.8812596689013,0.6324881582945693,1.0027891769652315
56,0.6706580555112309,0.885931120430285,0.62858735027005,1.0026959111412177
57,0.6793157619318011,0.8703575433080869,0.6323488436973537,0.9923488416522949
58,0.6720195496783538,0.8777357147779946,0.6271942045137922,1.005497029479349
59,0.6781637283827252,0.8715829399664545,0.6313736417161352,0.9982722656877634
60,0.6777098969839739,0.8708920272571459,0.6274728336916159,1.0026317090169736
61,0.6749869086871827,0.871321127501681,0.6273335190860964,1.0010234323442064
